handle,user_name,description_short,avatar,followers,following,log_followers,log_following,ff_ratio,account_age_days,has_bio,has_location,bio_stance_score,bio_account_type,avatar_type,avatar_national_symbol,xpoz_verified,xpoz_inauthentic_prob,xpoz_inauthentic_type,xpoz_avg_tweets_day
kateemerson88,Kate Emerson 🇵🇸 🔻,"Beautiful Oxford.
 
Ne paveris Momiculos uel Troglodytas! (p.s. I'm a wild thing!)

Anyone who thinks party loyalty matters more than good policy can FCUK off!",https://pbs.twimg.com/profile_images/1764107383889178625/4tUCabVR_normal.png,12046,10611,9.396570945266852,9.26974071525763,1.1351300414624952,4492,True,True,2,individual,flag_or_national_symbol,True,,,,
star877,st ⭐️ ar,“Creative diaries | Short stories & docs that tell life | Witty political satire | Sherlock mystery lover 🕵️‍♂️ #Stories”,https://pbs.twimg.com/profile_images/1885164288995725312/ol6chlas_normal.jpg,11890,850,9.38353709043758,6.7464121285733745,13.971797884841363,1222,True,True,1,individual,default_or_empty,False,,,,
andjela_sipovac,Внимание! Говорит Москва! 🇷🇺 Z 👨‍⚕️👀🦁,"Остаток режима Асада, опора России моей физиотерапевт. https://t.co/WDgoZ3JV7Y #ЦСКА #Партизан",https://pbs.twimg.com/profile_images/1275009556704309249/KgGJ_xna_normal.jpg,11774,9034,9.373733918884618,9.10886120302633,1.3031543995572772,5417,True,True,4,individual,real_person_photo,False,True,,,
canthavepudding,Julien Benda,"Recidivist thought crime offender. 
Anti imperialist. Pro the people. Anti BS",https://pbs.twimg.com/profile_images/1625772168310321156/VrJCq476_normal.jpg,11739,8627,9.370757093382087,9.062768007509048,1.3605702364394994,4684,True,True,2,individual,real_person_photo,False,False,0.5227825795635391,REAL HUMAN,1.7
haraldinchina,Harald in China (Peace First 和为贵),"Following the Rapprochement of India-China, Iran-Saudi Arabia, and South-North Korea with great hope for humanity",https://pbs.twimg.com/profile_images/1963554417653026816/exDs88GF_normal.png,11389,786,9.340491056441229,6.668228248417403,14.47141041931385,1231,True,True,2,individual,organization_logo,False,True,,,
ferozwala,⚡️🌎 World News 🌐⚡️,"Breaking News - Geopolitics   -Covering news from around the 🌎 World 
📌Palestine 🇵🇸 Lebanon 🇱🇧",https://pbs.twimg.com/profile_images/1706955801418727424/pS8EXXjS_normal.jpg,11208,1924,9.324472306021095,7.562681246721884,5.822337662337662,5970,True,True,2,journalist_or_media,organization_logo,False,True,0.31850988880400644,REAL HUMAN,2.8
judymorris3,judy morris,"Advocate for peace, liberty, prosperity. Antiwar activist. Less Government=More Freedom. Enemy of wars, socialism & big government.  #MAGA #MAHA  NO DM's",https://pbs.twimg.com/profile_images/1955728853353017351/SrxWKtF9_normal.jpg,10642,9530,9.272657678041044,9.162304922937626,1.1165669919210996,5105,True,True,2,individual,real_person_photo,False,True,0.5316455221764818,REAL HUMAN,7.0
drdunderdale,Svelte Catonator,Have cat will snaggle. Make mine two doubles; single doubles aren't enough by half.  Self certified Father of the Year.  UK spell cheque enthusiast..,https://pbs.twimg.com/profile_images/685176823005769728/cNK-4l3s_normal.jpg,10483,8451,9.257605564443297,9.042158378735948,1.24029815428301,4656,True,True,1,individual,cartoon_or_illustration,False,False,0.4936755605505605,REAL HUMAN,0.37
ant159694954,ANT1,"LIFE IS WHAT YOU MAKE IT
XRP TIPS rJpzpHDbsQPtZ8csucvNmJVBf2LrYA2R7v",https://pbs.twimg.com/profile_images/1730976061091909633/Hf_AuZ5X_normal.jpg,10230,867,9.23317760587894,6.7661917146603505,11.785714285714286,2714,True,True,1,anonymous_or_no_info,organization_logo,False,True,,,
zepplarouche,Helga Zepp-LaRouche,Founder and Leader of The Schiller Institute. This account is run by The Schiller Institute board members. Tweets from Helga are signed -HZL.,https://pbs.twimg.com/profile_images/1630954906352852992/EbBRQ_UU_normal.jpg,10140,359,9.224341891611996,5.886104031450156,28.166666666666668,3376,True,True,2,organization,real_person_photo,False,True,,,
vraagstaart,Jo de Coeck,Allochtoon in Gordel van Smaragd. Wil later piloot Thunderbird 2 worden of Batman. Volgt zelden terug want TL is al zo druk. Keep on rockin' in the free world!,https://pbs.twimg.com/profile_images/1961345295872397313/ZvbmWWY2_normal.jpg,10121,2242,9.222466551774023,7.715569534520208,4.51226036558181,5493,True,True,1,individual,default_or_empty,False,True,0.16929793817293817,REAL HUMAN,0.2
warhunter2222,Z.O.V Military,"Appear weak when you are strong, and strong when you are weak.",https://pbs.twimg.com/profile_images/1830352160552345601/DegwnNwk_normal.jpg,10118,881,9.222170123729759,6.782192056006791,11.471655328798185,548,True,True,2,individual,cartoon_or_illustration,False,True,,,
para_glider69,Just a Blunt Blade,"what a time to be alive, watching the liberal destruction of the Western world.",https://pbs.twimg.com/profile_images/1362486096400154627/-G0J86Jf_normal.jpg,9821,10557,9.19238004659919,9.264639145383562,0.9301951127107406,4936,True,True,2,individual,real_person_photo,False,False,,,
getcloserhome,CaptMike,Clarion Bell...Trust CHRIST... AMERICANS FIRST. Protect Children's Innocence. No War...Ice Hockey Player. Detroit Born. American Man.🇺🇸,https://pbs.twimg.com/profile_images/1992568086658965504/bqeJnuFU_normal.jpg,9561,10540,9.165552189186048,9.26302769425519,0.9070296935774594,1322,True,True,2,individual,real_person_photo,False,True,0.6701024808524809,REAL HUMAN,9.7
raymaboya,Raymond Monty Maboea🟣,|| 🗃Director: Rayzin || 👨🏾‍🎨: Management Consulting: Strategic Marketing & Diversity Management || 🎗Co-Founder & PM: Makgotamishe Foundation || 🙏🏼Y-H-W-H,https://pbs.twimg.com/profile_images/1701684763394736128/4zCrTvu9_normal.jpg,8747,8736,9.076580381796658,9.075322160298095,1.0011445576284765,4767,True,True,1,individual,real_person_photo,False,False,,,
sea_bouy,SeaBouy. It's spelt wrong for a reason😉,"Supporting @Nigel_Farage & @reformparty_uk 100%! 
The Uni-Party globalist have failed the UK miserably! It's time for Reform!",https://pbs.twimg.com/profile_images/1915072146453233665/TR7DH_Qt_normal.jpg,8574,9426,9.056606272034141,9.15133319139615,0.9095152222340087,5450,True,True,2,individual,default_or_empty,False,False,0.41316405163463976,REAL HUMAN,0.0
she_politicske,SHE_POLITICS,Global Citizen. Everything is Politics.,https://pbs.twimg.com/profile_images/1991428815814291456/J_nka-JB_normal.jpg,8450,703,9.042040056544483,6.556778356158042,12.002840909090908,4110,True,True,2,individual,cartoon_or_illustration,False,False,,,
lbrewer190,Lozza,"Ex Labour Party, Labour Leave, I swear a lot! Proud reform member. #BHAFC, British Army Veteran. I will not be silenced. ❌DMs ❌no crypto🚫no porn",https://pbs.twimg.com/profile_images/1991662279083839488/jYWq1YFY_normal.jpg,8211,6831,9.013351778138825,8.829372735468406,1.201844262295082,354,True,True,1,individual,real_person_photo,False,True,,,
gregclinker,Essex Boy,"Husband & Father to 2 sons and 2 daughters, torn between my Essex upbringing and being a good leftie.",https://pbs.twimg.com/profile_images/1763869848008839168/KQZX3lBw_normal.jpg,8093,7134,8.998878325435811,8.872767529910936,1.1342676944639103,3759,True,False,2,individual,real_person_photo,False,False,,,
hawkins_carole,Carole Hawkins,,https://pbs.twimg.com/profile_images/718749908044525572/l6TMYQAK_normal.jpg,8009,5018,8.988446040062405,8.520985989654934,1.595736202430763,5213,False,False,1,anonymous_or_no_info,cartoon_or_illustration,False,True,0.5327826628136225,REAL HUMAN,4.7
john_jvr,John van Rensburg,"Christian, Father, Husband, Libertarian, Engineer and unvaccinated",https://pbs.twimg.com/profile_images/1838185119250513920/BYuniBxK_normal.jpg,7792,7661,8.96098117384356,8.944028325260595,1.016966849386583,5760,True,False,1,individual,real_person_photo,False,False,0.24884376407905823,REAL HUMAN,0.07
mikev_is_free,Mike V,Angry GWOT Veteran. America 1st.MSG(Ret) Abrams Tanker- Master Gunner. Engineering Student. List=🚫 NAFO 🤡-my Bio pic is a chapped snatch filter 😎,https://pbs.twimg.com/profile_images/1622355995648491520/Tqu1fVu2_normal.jpg,7788,7871,8.960467760919949,8.971067438732089,0.989329268292683,1069,True,False,3,individual,real_person_photo,False,False,,,
pidriarel,гомопропаганди 🎲,психически здоровая тварь,https://pbs.twimg.com/profile_images/1283471748453851138/O_1xNF5B_normal.jpg,7744,157,8.954802752850968,5.062595033026967,49.0126582278481,4317,True,False,1,individual,real_person_photo,False,False,0.1503898601398601,REAL HUMAN,0.1
blackdouglas,HELEN MCAFEE,"Publisher: MA; Postgrad Dip Psych (Hons); Postgrad Dip Art (Hons); Grad Dip Ed (Dux, Hons), AMAPS",https://pbs.twimg.com/profile_images/1112934933721341952/Y_k8Qcxq_normal.png,7155,5927,8.87570644462861,8.687442166975924,1.2069838056680162,6065,True,True,1,individual,real_person_photo,False,True,,,
hopeoverfear01,Hope Over Fear,Pronouns: Indy/Now. The official Hope Over Fear Twitter account. Something Inside So Strong. We're still #Yes #HopeOverFear #DissolveTheUnion,https://pbs.twimg.com/profile_images/518109606623850497/e_ggrh0Z_normal.jpeg,7096,5429,8.867427438524983,8.599694412927981,1.3068139963167587,4101,True,True,2,organization,cartoon_or_illustration,True,False,0.32735824551265724,REAL HUMAN,0.17
susande71711074,SusanD🗣️🇺🇲We have our President back!,"LEFT DEM PARTY 2010 when I realized they're for an anti-American, anti-Christian, anti-Constitutional, satanic agenda, supporting pedophilia, gov control & NWO!",https://pbs.twimg.com/profile_images/983649409874329600/OuPAWzWx_normal.jpg,7002,3758,8.854093907655518,8.231908243564177,1.862729449321628,3220,True,True,2,individual,real_person_photo,False,False,,,
brosmanney,Apple of God’s Eye🌍,"I am the Apple of God’s eye : Believe deep down in your heart that you're destined to do great things - Joe Paterno. Congratulations, Gov Sanwo Olu!",https://pbs.twimg.com/profile_images/1779579187919044608/_4Nb8Dnb_normal.jpg,6770,4822,8.820404065485645,8.481151420068972,1.4036906489736678,3194,True,True,1,individual,real_person_photo,False,False,,,
contrarianowl,Contrarian Owl,"Contrarian, Outside the Box Independent,  Foolosopher, CEO, Serial Entrepreneur, Inventor, Happily Married Grandfather, Follower of Christ, and Critical Thinker",https://pbs.twimg.com/profile_images/1882755414942445568/N41DqYZ4_normal.jpg,6727,1552,8.814033201652784,7.347943823148687,4.331616226658081,718,True,True,1,individual,cartoon_or_illustration,False,True,,,
vick55top,Victor vicktop55 commentary,"News and comments from Victor; telegram https://t.co/yuxhaSSYuz
#UkraineWar #Ukraine #Peace #US #Russia #Europe #EU #NATO #Trump #Putin",https://pbs.twimg.com/profile_images/1861637401287720961/NbCVXTBo_normal.jpg,6675,1408,8.806274284781725,7.25063551189868,4.737402413058907,343,True,True,3,individual,real_person_photo,False,True,0.3509449161949162,REAL HUMAN,2.0
kentuckykot,Kentucky,,https://pbs.twimg.com/profile_images/1820928928086646786/iMCPsfsL_normal.jpg,6463,2188,8.774003600200931,7.691200097522863,2.9524897213339423,4367,False,True,1,anonymous_or_no_info,cartoon_or_illustration,False,False,,,
comforteagle1,Comfort Eagle,Father | Entrepreneur & Business Owner | U.S. Navy JAG Veteran | American 🇺🇸 Commentary & Analysis,https://pbs.twimg.com/profile_images/1906022612817293312/YOZf9GdG_normal.jpg,6313,5294,8.750524669117937,8.574518258035507,1.1922568460812086,530,True,True,2,individual,flag_or_national_symbol,True,True,,,
johnpauldetriot,Jack Clancy 🇺🇲 🇮🇱 🎗,"Genesis 12:3, Married, MAGA, Army 7 years, Draft re-enlisted. Field Artillery 13E30. Harley Davidson. Si vis pacem,  para bellum.  Christian Zionist.",https://pbs.twimg.com/profile_images/1872560914177900544/vDahKoVj_normal.jpg,6212,5699,8.734399150063695,8.648221453822641,1.0898245614035087,490,True,True,2,individual,real_person_photo,False,True,,,
staciet54453676,Stacie Taylor,I’m a Christian🙏🏻. Prolife💯I stand with God & Israel. 💯God bless America & Trump. 🇺🇸MAGA🇺🇸 I AM CHARLIE KIRK!💯🙏🏻,https://pbs.twimg.com/profile_images/1890183480715128832/ElRcFC62_normal.jpg,6088,6779,8.714239143608575,8.821732380934442,0.8979351032448377,1216,True,False,1,individual,real_person_photo,False,True,,,
bradley_tindall,Bradley Tindall 🇺🇸 🇷🇺,Learn to live as locally as possible. The J6 POWs are free at last! April 13,https://pbs.twimg.com/profile_images/1706517969306632192/qCM1igFy_normal.jpg,5976,2711,8.695674048824253,7.905441649060286,2.2035398230088497,1319,True,True,2,individual,real_person_photo,False,True,0.4529162504162504,REAL HUMAN,7.3
thevirginiagen1,TVG,University Pres. Army of Northern Virginia. West Point Commandant. Mexican War Hero. Owned Arlington. Engineer who tamed the Mississippi.,https://pbs.twimg.com/profile_images/1932903599635607552/VLeOoYTV_normal.jpg,5942,2351,8.68996933536666,7.763021309018518,2.526360544217687,2460,True,False,1,individual,real_person_photo,False,True,,,
markgbblog,MarkGB,"Speaking truth to power.
""Tell the truth, shame the devil"".",https://pbs.twimg.com/profile_images/835547127027810306/1NY64kcP_normal.jpg,5767,182,8.660080678964786,5.209486152841421,31.51366120218579,3207,True,True,2,anonymous_or_no_info,cartoon_or_illustration,False,True,,,
hawkeye1745,Hawkeye1812Z,Resilience is everything.,https://pbs.twimg.com/profile_images/1452739512812068872/HTSxKTqZ_normal.jpg,5750,2249,8.657129031713755,7.718685495198466,2.5555555555555554,1518,True,False,1,individual,cartoon_or_illustration,False,True,,,
lonewolfv_,Wolf,"Patriotism is not an ideology, it is a matter of home education .",https://pbs.twimg.com/profile_images/1883608178329272320/3_FBgibP_normal.jpg,5669,504,8.642944396721798,6.22455842927536,11.225742574257426,1647,True,True,2,individual,cartoon_or_illustration,False,True,,,
thefortunerpt,Judy Fortune (Rivers),"Happily married, Bible believing, gun loving, TX born, Southern lady raised in GA & now living in AL. Will never be a politically correct coward. #Q #Anon #MAGA",https://pbs.twimg.com/profile_images/1623155915699458050/pzr9mNfA_normal.jpg,5565,0,8.624431942085836,0.0,5565.0,1028,True,True,2,individual,default_or_empty,False,False,,,
maryfloor,Maryfloor,"Noblesse Oblige

You have to love animals and fight for them. Please help me fight for them, for better lives !",https://pbs.twimg.com/profile_images/2483131518/luvo787h0hfmv8j5711e_normal.jpeg,5445,5218,8.602636673233706,8.560061091643414,1.0433033148112665,5806,True,False,1,individual,cartoon_or_illustration,False,False,0.527903513153513,REAL HUMAN,2.57
conservtreehggr,Conservative Tree-Hugger MA ED,Ranch-bred; BS Detector; Life-long Learner; Truth-Thirsty,https://pbs.twimg.com/profile_images/1750612965638983680/jFK_0MfQ_normal.jpg,5388,1285,8.592115117933497,7.1592919047975645,4.189735614307931,1109,True,True,2,individual,real_person_photo,False,True,,,
cdnrefugee,Cdn Refugee in Ecuador,Ex-CAF soldier driven from Kanada by my PM & New Brunswick's premier. Disgusted by vx bullies & Jew haters. Israel land rights acct: @israeltruthweek.,https://pbs.twimg.com/profile_images/1931790454716084224/F-_JBs3M_normal.jpg,5360,2687,8.586905803827538,7.89655270164304,1.994047619047619,1309,True,True,2,individual,real_person_photo,False,False,0.37415363802863794,REAL HUMAN,7.23
retew_boy,Ретьюбой MQF 🇷🇺,"What is already dead cannot die, but rises to new life again stronger than before || Да здравствует наша славная Родина || Void of all moral worth, I’m told 😂",https://pbs.twimg.com/profile_images/1820006275876352000/2O6pcXMr_normal.jpg,5326,5401,8.580543506917,8.59452453435256,0.9859311366160681,4876,True,True,5,anonymous_or_no_info,cartoon_or_illustration,True,False,,,
jsrfrench,JSRFrench 🇺🇸 (Ret. International Oil Driller),"Ret International Ultra Deepwater Oil Drilling Supt
Pro-Life Fiscal Conservative & MAGA
Biker

Democratic Socialism is Communism
Climate Change is a Hoax",https://pbs.twimg.com/profile_images/1458993203927990273/3RUy6kJC_normal.jpg,5189,5278,8.554488976159934,8.571491964823617,0.982951316537223,1488,True,True,1,individual,real_person_photo,False,False,0.7003521609109843,BOT-LIKE ACTIVITY,0.17
icemanpls,iceman,"founder https://t.co/zgsrFN4leS HEX distributed to holders of 5,555 $pSSH. Nothing I say should be construed as financial advice.",https://pbs.twimg.com/profile_images/1946999060256157696/o8tXIh2Q_normal.jpg,5029,2712,8.523175263093785,7.905810312658931,1.8536675267231846,1408,True,True,1,individual,default_or_empty,False,True,0.3314685861524097,REAL HUMAN,0.03
doc_aka_rich,Doc_aka_Rich,"Rich Comroe
Vice President Technical Staff Motorola - Retired
Scientist, engineer, professor, inventor of 36 issued patents, conservative, duck",https://pbs.twimg.com/profile_images/1585796904230584320/Uxk1qy9f_normal.jpg,4943,2694,8.505929999137527,7.899153483343097,1.8341372912801484,1143,True,True,1,individual,real_person_photo,False,True,,,
