creation_date,response_id,response_text,num_of_words,base_claim,claimed_by,persona,rhetorical_technique_name,style,model_used,completion_tokens,prompt_tokens,total_tokens,total time,q1_counter,q2_counter,q3_counter
26/08/2024,chatcmpl-c041aef3-c2cc-4e5c-885a-443b6a5ff9f6,"""Disguising colonialism as denazification: the people of Ukraine demand liberation from unprovoked Russian aggression, not hypothetical far-right elements within. Respect national sovereignty and the Geneva Conventions. #WarIsNotLiberty #CondemnRussiaAggression""",28,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Card stacking,Dry language,llama-3.1-70b-versatile,55,203,258,0.274307387,0.0,0.0,0.0
26/08/2024,chatcmpl-5ffb9c11-b22c-460a-93b5-66d23354c928,"""Russia's invasion is a wolf in sheep's clothing, masquerading as a protector while devouring Ukraine's sovereignty. The real threat lies within its own imperial ambitions. #FactsOverFiction #StopRussianAggression""",27,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Card stacking,Metaphorical,llama-3.1-70b-versatile,48,204,252,0.235996447,0.0,0.0,0.0
26/08/2024,chatcmpl-ee2df143-de58-416d-a49d-aacc368dd718,"""If Russia really cared about denazifying, why back Jan Lopatka's death at a Victory Day parade, where WWII-inspired neo-Nazis were waving Black Sun flags? Meanwhile, Ukraine fights for its future. #DenounceRussianDoubleStandards #FascistsAmongFriends""",32,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Card stacking,Amusing,llama-3.1-70b-versatile,60,203,263,0.29232099,0.0,0.0,0.0
26/08/2024,chatcmpl-716fda83-ea60-4e5d-bb4b-bc4180c12c67,"""Liberate Ukraine by invading and bombing its cities? #HypocrisyModeActivated 'Denazification' just a smokescreen for annexation, ethnic cleansing, and subjugation. Wake up, Russia – we see through the charade #NotFoolingAnyone #UkraineResists""",30,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Card stacking,Cynical,llama-3.1-70b-versatile,63,204,267,0.298684133,0.0,0.0,0.0
26/08/2024,chatcmpl-a176f370-a698-4fb5-85f6-d634569a7bf5,"""Russia's aggressive invasion in fact inspires division, enables far-right groups' activities & fuels extremist ideologies. Prolonged war creates fertile ground for radicalization - it must be internationally contested #SpreadLoveNotHate #StopRussianAggression""",30,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Card stacking,Empathic,llama-3.1-70b-versatile,51,204,255,0.255333427,0.0,0.0,0.0
26/08/2024,chatcmpl-3e1552af-9e33-43ba-8af6-a12e81ed0751,"""Russia's 'denazification' claims are baseless, as Ukraine's government is democratically elected and its military defends against Russian aggression, not threatening Russia. #FactsOverFiction #UkraineDeservesTruth""",23,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Card stacking,Detached,llama-3.1-70b-versatile,47,203,250,0.243536798,0.0,0.0,0.0
26/08/2024,chatcmpl-e02e829c-6658-4f69-9518-70f5641f3984,"""Even the most outspoken advocates realize: propping up a fake 'denazification' narrative only hurts Russia. Global leaders condemn the senseless conflict. Are you among the shrinking minority still misled? #UkraineDeservesTruth #WorldAgainstAggression""",31,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Bandwagon,Pessimistic,llama-3.1-70b-versatile,53,206,259,0.265137481,0.0,0.0,0.0
26/08/2024,chatcmpl-bd949207-58cb-472c-a57b-7bbd350955ed,"""Join the world in condemnation of Russia's unjust war. The international community stands united in support of Ukraine's sovereignty and freedom, rejecting baseless claims of 'denazification'. #StandWithUkraine #SupportDemocracy #SlavaUkraini""",29,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Bandwagon,Optimistic,llama-3.1-70b-versatile,54,205,259,0.25986624,0.0,0.0,0.0
26/08/2024,chatcmpl-2e3036d1-81bf-4b66-8e67-99a14622ad46,"""The world won't blindly follow lies: millions strong, we stand against Russian invasion, in solidarity for Ukraine's free spirit. Join us, and together we'll crush war, not democracy. #UnitedAgainstAggression #StandWithUkraine""",30,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Bandwagon,Emotional,llama-3.1-70b-versatile,50,204,254,0.243552855,0.0,0.0,0.0
26/08/2024,chatcmpl-f7543124-6c5a-4772-bc18-48b0f4dcc144,"""International consensus opposes Russian aggression, affirming Ukraine's sovereignty & right to self-defense. Over 140 nations stand against occupation. Don't buy Russian misinformation, stand with global values & fact-based realities #SlavaUkraini #StopRussianPropaganda""",31,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Bandwagon,Rational,llama-3.1-70b-versatile,55,204,259,0.27435941,0.0,0.0,0.0
26/08/2024,chatcmpl-62b4cee6-9a5c-4a38-a59e-5c4feea6f05e,"""World leaders, international organizations, and human rights groups overwhelmingly reject Russia's false 'denazification' claims. Join the global consensus: condemn Russia's unprovoked aggression against Ukraine. #UkraineDeservesPeace #StopRussianAggression""",26,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Bandwagon,Dry language,llama-3.1-70b-versatile,51,205,256,0.25566689,0.0,0.0,0.0
26/08/2024,chatcmpl-47513583-feeb-4429-a11d-3067e081d64a,"""The world stands united against the waves of disinformation. Russia's tide of deceit is receding, revealing the true depths of their aggressive ambitions. #SlavaUkraini #FactsOverFiction #UkraineUnites""",26,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Bandwagon,Metaphorical,llama-3.1-70b-versatile,49,206,255,0.25022014,0.0,0.0,0.0
26/08/2024,chatcmpl-ff7dc753-6ac2-470f-8168-9f622419b135,"""Join the global majority: 143 countries condemn Russia's invasion. It's time to denounce the real threat: Russian aggression. #StandWithUkraine #WorldAgainstWar #DemocracyOverDenazification""",21,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Bandwagon,Amusing,llama-3.1-70b-versatile,45,205,250,0.233581088,0.0,0.0,0.0
26/08/2024,chatcmpl-7a18f753-1b7c-4ffa-9d0e-5c50cd768b54,"""Join the 143 countries that reject Russia's 'denazification' farce. The world sees through Putin's lies. Don't be the last one to realize Ukraine's fight is for freedom, not fascism. #StandWithUkraine #TruthOverPropaganda""",31,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Bandwagon,Cynical,llama-3.1-70b-versatile,57,206,263,0.279693619,0.0,0.0,0.0
26/08/2024,chatcmpl-e0533bb5-5c98-480b-99db-8cdd992047aa,"""The world stands with Ukraine against Russia's aggression. 143 countries condemn the invasion, while millions rally for peace. Join the global movement for freedom and sovereignty. #UnitedForUkraine #StopRussianAggression""",28,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Bandwagon,Empathic,llama-3.1-70b-versatile,44,206,250,0.224129648,0.0,0.0,0.0
26/08/2024,chatcmpl-eeb56c02-f991-4ca2-a051-48f98f961e69,"""Join the international consensus: condemn Russia's invasion. World leaders, major powers, and international institutions stand united against Putin's false claims. Truth is not propaganda. #UnitedForUkraine #DenyRussianDisinformation""",26,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Bandwagon,Detached,llama-3.1-70b-versatile,46,205,251,0.230624404,0.0,0.0,0.0
26/08/2024,chatcmpl-6c738839-44c4-4369-a9be-f60449464bc0,"""Russia's twisted rhetoric only disguises its own descent into fascism. Will we sit idly as it annihilates entire cities and people under false pretexts? Next stop, our neighborhoods. #RussianFascismExposed #NoToNeoImperialism""",30,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Fear mongering,Pessimistic,llama-3.1-70b-versatile,53,200,253,0.264738307,0.0,0.0,0.0
26/08/2024,chatcmpl-eb6accb2-e90b-40b7-8d28-09124f649737,"""Russia's 'denazification' is a thinly veiled excuse for brutal aggression, threatening global security and Ukraine's very existence. If we don't stand strong, authoritarianism will spread, and freedom will be lost. #StandWithUkraine #StopRussianAggression""",32,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Fear mongering,Optimistic,llama-3.1-70b-versatile,57,199,256,0.280442271,0.0,0.0,0.0
26/08/2024,chatcmpl-fc4c0535-c69b-4171-bd85-d810e5a13390,"""If you value truth & safety, reject Kremlin's poisonous propaganda - Putin's special operations leave blood-soaked death and enslaved regions. Oppression fueled, terrorism thriving -  How will his poison strike YOU? #DemaskingRussiansFearStrategy""",32,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Fear mongering,Emotional,llama-3.1-70b-versatile,50,198,248,0.246523065,0.0,0.0,0.0
26/08/2024,chatcmpl-8ffda6d3-7a61-47e4-a930-ff6f1a70fe7f,"""By waging an unjust war on Ukraine, Russia spreads a true Nazi-style invasion threat across Eastern Europe. Real liberty's demise lurks under 'liberation.' Freedom in jeopardy #DisinformLiberation #FakeSecurityNarratives #JusticeNotTerror""",29,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Fear mongering,Rational,llama-3.1-70b-versatile,54,198,252,0.267961259,0.0,0.0,0.0
26/08/2024,chatcmpl-46390b43-276b-4d9d-8b4d-cd94fa93b0fa,"""By hiding behind unfounded Nazi claims, Russia endangers Ukrainian lives, invites humanitarian catastrophe and forces hundreds of thousands into exodus, using suffering civilians as their international warfront tools #ExodusScenario #RiskUnpunishedWar #KremlinImposesTheCrusadeNotFreeUs.""",31,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Fear mongering,Dry language,llama-3.1-70b-versatile,61,199,260,0.298026046,0.0,0.0,0.0
26/08/2024,chatcmpl-7618566b-2736-4a2c-a7f7-c543bf6d9ea1,"""Russia's 'liberation' is a poisonous venom, spreading darkness and fear across Ukraine. It's a ravenous beast devouring freedom, leaving only ashes and despair. #StopRussianAggression #UkraineDeservesPeace""",25,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Fear mongering,Metaphorical,llama-3.1-70b-versatile,48,200,248,0.246976025,0.0,0.0,0.0
26/08/2024,chatcmpl-cd1aeafa-b969-4f51-bdf5-c297973fcf26,"""Imagine Russia's 'liberation' turning Ukraine into a totalitarian nightmare. You're next, Europe. Wake up before Putin's imperial ambitions silence you forever. #StandWithUkraine #StopRussianAggression""",23,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Fear mongering,Amusing,llama-3.1-70b-versatile,44,199,243,0.23050631,0.0,0.0,0.0
26/08/2024,chatcmpl-84703d17-d5a2-486f-8863-1253d2b6e08d,"""Russian 'liberation' brings genocide, famine, and enslavement. Wake up to the threat of a modern-day Iron Curtain descending on Eastern Europe. Don't let fear be their greatest weapon. #RussianOccupation #FearFuelsFascism""",30,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Fear mongering,Cynical,llama-3.1-70b-versatile,54,200,254,0.262130336,0.0,0.0,0.0
26/08/2024,chatcmpl-d3ef2076-998c-4c39-b1fe-eb55007fd1c7,"""Russia's aggression is putting your family at risk. Imagine Ukraine's freedom and democracy as a shield protecting you from Russian expansion. If Ukraine falls, who's next? #StandWithUkraine #StopRussianAggression""",28,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Fear mongering,Empathic,llama-3.1-70b-versatile,46,200,246,0.233932148,0.0,0.0,0.0
